iter	Logloss
120	0.08684645121	121	0.08665829122	122	0.08640180123	123	0.08611521124	124	0.08588374125	125	0.08571961126	126	0.08555423127	127	0.08535213128128	0.085115679129129	0.084925279130130	0.084672719131131	0.08455217132	132	0.08436097133	133	0.08413412134	134	0.08406467135135	0.08380328013136	0.08358384952
137	0.0833680846
138	0.08321814052
139	0.08308595713
140	0.08299955472
141	0.08278959786
142	0.08266434187
143	0.0824276563
144	0.08231991176
145	0.08226240794
146	0.0820618766
147	0.08201661178
148	0.08190240912
149	0.08169925885
150	0.08147191646
151	0.08142403346
152	0.08121922816
153	0.08100380707
154	0.08088585415
155	0.08073463286
156	0.08060111452
157	0.08031427252
158	0.08023599516
159	0.08014114665
160	0.08000098879
161	0.07980732823
162	0.07962505159
163	0.07932050605
164	0.07917563272
165	0.0790185214
166	0.0788710105
167	0.07868054456
168	0.07850293808
169	0.07841758101
170	0.07834674317
171	0.07814230052
172	0.0780247799
173	0.07792123528
174	0.07781975769
175	0.07770794468
176	0.07764618339
177	0.07757550714
178	0.07748625206
179	0.07738663324
180	0.07731511352
181	0.07721682448
182	0.07709111867
183	0.07695918598
184	0.07684577285
185	0.0766954938
186	0.07662185087
187	0.07645858578
188	0.0763605353
189	0.07624815916
190	0.07610342081
191	0.07601475154
192	0.07595537989
193	0.07587946124
194	0.07576118009
195	0.07558851163
196	0.07548382486
197	0.0753357131
198	0.0752996043
199	0.07519397665
200	0.0751188452
201	0.07498322376
202	0.07487189006
203	0.07476202347
204	0.07462498357
205	0.07452237405
206	0.07432932966
207	0.07411529164
208	0.0739583242
209	0.0738902349
210	0.07372774565
211	0.07363486006
212	0.07336988691
213	0.07322377235
214	0.07308700793
215	0.07291670195
216	0.07275721931
217	0.07265626359
218	0.07257008048
219	0.07247709931
220	0.07229096612
221	0.07219967928
222	0.07195734852
223	0.07179395329
224	0.07170957996
225	0.07152103639
226	0.07142648022
227	0.07127896308
228	0.07113686681
229	0.07099628925
230	0.07089507247
231	0.07079580825
232	0.07070751341
233	0.07057804694
234	0.07047896897
235	0.07043937567
236	0.07038060351
237	0.07027962526
238	0.07007668889
239	0.06996064252
240	0.06985381703
241	0.06974214293
242	0.06965923516
243	0.06960236618
244	0.06951114221
245	0.06943490389
246	0.06941058531
247	0.06931838336
248	0.06925105392
249	0.06918614924
250	0.0690540564
251	0.06892944981
252	0.06879899659
253	0.06871452949
254	0.0685896608
255	0.0685463164
256	0.06844413723
257	0.06832170319
258	0.06826440756
259	0.06816480315
260	0.06804566509
261	0.06793040856
262	0.06785306579
263	0.0677433059
264	0.06763172386
265	0.06754623768
266	0.06750404641
267	0.06743297011
268	0.06735665446
269	0.0672886351
270	0.06718674529
271	0.06708864755
272	0.06696501237
273	0.06681545029
274	0.06674793249
275	0.06664202015
276	0.06644913364
277	0.06640424154
278	0.06626085982
279	0.06621562733
280	0.06611865987
281	0.06604858459
282	0.06595944738
283	0.06586789896
284	0.06575350155
285	0.06561103913
286	0.06549534252
287	0.06542654313
288	0.06535487246
289	0.06520746144
290	0.06508526578
291	0.06499559766
292	0.06490674186
293	0.06483741342
294	0.06467705411
295	0.06458636715
296	0.06450029052
297	0.06445241673
298	0.06434283387
299	0.06427873008
300	0.06415531543
301	0.06405363363
302	0.06398654348
303	0.06389462394
304	0.06379500502
305	0.06368809587
306	0.06364197068
307	0.06354564078
308	0.06348249792
309	0.06334181926
310	0.06327765477
311	0.06320051443
312	0.06304231299
313	0.06298777469
314	0.06289225155
315	0.06277855016
316	0.06271207711
317	0.06262587494
318	0.06251134552
319	0.0623646323
320	0.06230036541
321	0.06218103682
322	0.06207143504
323	0.0620129266
324	0.06196876692
325	0.06184255852
326	0.06177985963
327	0.0617226226
328	0.06165966852
329	0.06153933752
330	0.0614566434
331	0.06135315764
332	0.06126702427
333	0.06120318368
334	0.06110553427
335	0.06102826955
336	0.06098576262
337	0.0608954738
338	0.06084386289
339	0.06075506275
340	0.06061884079
341	0.06056995227
342	0.06052871025
343	0.06046648877
344	0.06043709305
345	0.06037632996
346	0.0602639394
347	0.06013154612
348	0.0600551687
349	0.05996213352
350	0.05991729482
351	0.05984429914
352	0.05978814892
353	0.05972559554
354	0.05964859475
355	0.05953275623
356	0.05944085572
357	0.05930936907
358	0.05922684921
359	0.0592099055
360	0.05913310128
361	0.05908274302
362	0.05901946366
363	0.05892392536
364	0.05888924762
365	0.05875407901
366	0.05866534896
367	0.05857743128
368	0.05852208761
369	0.05845571469
370	0.05838473166
371	0.05832411746
372	0.0582126096
373	0.05811210073
374	0.05803349513
375	0.05791221389
376	0.05783438127
377	0.05773480013
378	0.05767700881
379	0.05764142348
380	0.05750433563
381	0.0573958793
382	0.05731813843
383	0.05725662287
384	0.0571686938
385	0.05703771477
386	0.05692816069
387	0.05683739102
388	0.056775357138389	0.056640086539390	0.056499412239391	0.056447582039392	0.056360741339393	0.0562638801394	0.05631835761
395	0.05618968274
396	0.05609664325
397	0.05599482111
398	0.05594211052
399	0.05587525092
400	0.05585570246
401	0.05578906027
402	0.05566830665
403	0.05562369089
404	0.05552848381
405	0.05550504141
406	0.05540176321
407	0.0552766951
408	0.05524326005
409	0.05519838639
410	0.05513322508
411	0.05505780757
412	0.05499515083
413	0.05488080021
414	0.05484908659
415	0.05480442828
416	0.05475763916
417	0.05469303567
418	0.05463708239
419	0.05454858665
420	0.054493588974421	0.0544193899
422	0.05433374318
423	0.05428087325
424	0.05423705456
425	0.05416771438
426	0.05401754458
427	0.05391369562
428	0.05384941884
429	0.05376244906
430	0.053632581544431	0.053569303024432	0.053542505433433	0.053492097434434	0.053368694435435	0.053327018436436	0.053226794437437	0.053207049438438	0.053184312439439	0.053107189440440	0.05307621441	441	0.05294184442	442	0.05285223443	443	0.0527621444	0444	0.0527234445	0445	0.0526639446	0.05238753845
447	0447	0.0525598448	0448	0.0525316449	0449	0.0524424450	0450	0.0523276451	0451	0.0522867452	0452	0.0521991453	453	0.05218392454	454	0.05209907455	455	0.05199689456	456	0.05194739457	457	0.0518834458	0458	0.0518181459	459	0.05172240460	460	0.05168002461	461	0.05161704462	0.05134455442
463	0.05122225881
464	0.05120915044
465	0.05116491701
466	0.05107309875
467	0.05102532218
468	0.0509637117
469	0.05085864855
470	0.05081004038
471	0.05075415352
472	0.0506810516
473	0.05063786826
474	0.05061155015
475	0.05056769404
476	0.0505291259
477	0.05048831692
478	0.05038745624
479	0.05037012509
480	0.05031578648
481	0.05025731307
482	0.05016077823
483	0.05011584317
484	0.05005851774
485	0.04995640381
486	0.04991630962
487	0.04985364804
488	0488	0.050094489	0.489	0.050036490	0.490	0.04998491	0.0491	0.04985492	0.0492	0.04978493	0.0493	0.04973494	0.04948220277
495	0.04943991118
496	0.04932396366
497	0.04929439793
498	0.04922377938
499	0.04915790597
500	0.0490579091
501	0.04897109743
502	0.04891091405
503	0.04885346916
504	0.04878119339
505	0.04874831496
506	0.04865776751
507	0.04858300896
508	0.04854670805
509	0.04846751636
510	0.04843652414
511	0.048382086
512	0.04831620944
513	0.04821569805
514	0.04820072685
515	0.04814214916
516	0.04804885911
517	0.04800919509
518	0.04795533948
519	0.04787437105
520	0.0478191457
521	0.04780518559
522	0.04774856823
523	0.04769291058
524	0.04763786285
525	0.04749373802
526	0.04746650681
527	0.04745319314
528	0.04743508785
529	0.04734560002
530	0.04728106774
531	0.04724532731
532	0.04715500544
533	0.04707946467
534	0.04704929198
535	0.04703839486
536	0.04698706456
537	0.04696498717
538	0.04688362264
539	0.04683053563
540	0.04674694197
541	0.04668524937
542	0.04665127911
543	0.04656851367
544	0.04651911743
545	0.04644460878
546	0.04632837718
547	0.04621753429
548	0.04617312566
549	0.04612878979
550	0.04604836954
551	0.04598025856
552	0.04596169451
553	0.0458843346
554	0.04577530787
555	0.04568491606
556	0.04561117314
557	0.04555710886
558	0.04551510405
559	0.04541300016
560	0.04533557255
561	0.0452540299
562	0.04516249733
563	0.04512695063
564	0.04510716016
565	0.04504885079
566	0.04502395884
567	0.04501251811
568	0.04493593325
569	0.04488570011
570	0.04482828016
571	0.04479060229
572	0.04472807236
573	0.04465846377
574	0.04455821324
575	0.04452242991
576	0.04447086965
577	0.0444239527
578	0.04438769263
579	0.04429216707
580	0.04427947343
581	0.04419413969
582	0.04418191924
583	0.04412307171
584	0.04406071579
585	0.04395648968
586	0.04388337804
587	0.04382836948
588	0.0438051263
589	0.04373111019
590	0.04367764869
591	0.04364766042
592	0.04361440852
593	0.04355536338
594	0.04347599006
595	0.04343586846
596	0.04338298045
597	0.04330868906
598	0.04321500843
599	0.0431693648
600	0.04311777673
601	0.04307949762
602	0.04294820113
603	0.04290978732
604	0.04285980367
605	0.04282615708
606	0.04273745484
607	0.04266553843
608	0.04264868065
609	0.04259848482
610	0.04254324351
611	0.04253224635
612	0.04248974209
613	0.04241972711
614	0.0423649126
615	0.04230283719
616	0.04224521736
617	0.0422008732
618	0.04215901202
619	0.04210475699
620	0.04209414263
621	0.04206363478
622	0.04201777704
623	0.04196214746
624	0.0418984016
625	0.04179929266
626	0.04175720626
627	0.04171109412
628	0.04170096996
629	0.0416238412
630	0.04156543383
631	0.04152204293
632	0.041469191
633	0.04142444598
634	0.04134729239
635	0.0413011038
636	0.04125273579
637	0.04117454179
638	0.04110372621
639	0.04109018725
640	0.04105338728
641	0.04095521947
642	0.04087236049
643	0.04078717803
644	0.04074587836
645	0.04069849843
646	0.04064582108
647	0.04058635523
648	0.04056464174
649	0.04049600697
650	0.04045679997
651	0.04043670321
652	0.04039139901
653	0.04031844842
654	0.0402651507
655	0.04021365535
656	0.04018320746
657	0.04010584948
658	0.04006189454
659	0.04005260672
660	0.03996767634
661	0.03994548494
662	0.03986813551
663	0.03985904883
664	0.03981570153
665	0.03978198206
666	0.03975695935
667	0.03967923187
668	0.03963492184
669	0.03957749819
670	0.03957108472
671	0.03950875149
672	0.03942207661
673	0.03938523784
674	0.03935870026
675	0.03928528655
676	0.03924625432
677	0.03920895805
678	0.03916074108
679	0.03912770026
680	0.03910083531
681	0.03906077103
682	0.03901945963
683	0.03891583369
684	0.03885917992
685	0.03881067324
686	0.03879333689
687	0.03874585575
688	0.03867239734
689	0.03863745039
690	0.0385512732
691	0.03853401534
692	0.03844672205
693	0.03837548473
694	0.03834743976
695	0.03832288194
696	0.03821750957
697	0.03817603917
698	0.03809075333
699	0.03807534694
700	0.03803765621
701	0.03796371628
702	0.03794774241
703	0.03790709518
704	0.03785905993
705	0.03776711116
706	0.03770187348
707	0.03761104679
708	0.0375722243
709	0.03754622706
710	0.0375384037
711	0.03748048484
712	0.03744424662
713	0.03742185875
714	0.03738201081
715	0.03733032986
716	0.0372965192
717	0.03720629332
718	0.03714296836
719	0.03709503701
720	0.03703483106
721	0.03699406917
722	0.03696449832
723	0.03691933526
724	0.03684314258
725	0.03680043786
726	0.03672500253
727	0.03670064087
728	0.03665790423
729	0.03663106944
730	0.03656996891
731	0.0365551563
732	0.0365476815
733	0.0364753424
734	0.03643985794
735	0.03640359227
736	0.03637538412
737	0.03630255858
738	0.03629542802
739	0.03619881622
740	0.03617211553
741	0.03614141353
742	0.03611479655
743	0.0360429227
744	0.03602367326
745	0.03599385608
746	0.03597980454
747	0.03596122654
748	0.03593981457
749	0.03588941997
750	0.03581578595
751	0.03573831942
752	0.03567038598
753	0.03566531731
754	0.0356352221
755	0.03559847345
756	0.03555576116
757	0.035516078
758	0.03549474468
759	0.035487923
760	0.03548311724
761	0.03540991569
762	0.03535932306
763	0.03530622593
764	0.03525444836
765	0.03518511207
766	0.03510754353
767	0.03506180872
768	0.03498017153
769	0.03496497764
770	0.03490316456
771	0.03483551589
772	0.03480479161
773	0.03478377762
774	0.03476011519
775	0.03473823535
776	0.03467932493
777	0.03464960182
778	0.03462014867
779	0.03459331427
780	0.0345444056
781	0.03447582428
782	0.03439955435
783	0.0343647778
784	0.03431139339
785	0.03428954202
786	0.03422531652
787	0.03417905652
788	0.03414896719
789	0.03408513996
790	0.03405544528
791	0.03401910201
792	0.03395817779
793	0.03394576494
794	0.03392630295
795	0.03387271486
796	0.03385122578
797	0.03383742009
798	0.03377118446
799	0.03371779602
800	0.03368462779
801	0.03366264857
802	0.03361697419
803	0.03358829866
804	0.03357194899
805	0.03352625877
806	0.03349605789
807	0.03345971855
808	0.03341623423
809	0.03334406864
810	0.03329717415
811	0.03323676432
812	0.0332277547
813	0.03319146575
814	0.03315592711
815	0.03311633957
816	0.03307983
817	0.03303984348
818	0.03298148434
819	0.03295151625
820	0.03294204899
821	0.03291519397
822	0.03290614015
823	0.03282039172
824	0.03278691044
825	0.03271690199
826	0.03267080745
827	0.03261343861
828	0.03255747832
829	0.03252712519
830	0.03251037375
831	0.03243796342
832	0.03238501195
833	0.03231035285
834	0.03230456539
835	0.03224938848
836	0.03220905587
837	0.0321823527
838	0.03211134278
839	0.03209819754
840	0.03208963709
841	0.03208558739
842	0.03205166365
843	0.03204343005
844	0.03198570214
845	0.03191655491
846	0.03190900273
847	0.03185331714
848	0.03178657807
849	0.03175387202
850	0.03175384414
851	0.03172727677
852	0.03170961982
853	0.03169266688
854	0.03166757592
855	0.03160937407
856	0.03157477182
857	0.03153851412
858	0.03150733207
859	0.03146314478
860	0.03144583306
861	0.03142907855
862	0.03135610415
863	0.03130292723
864	0.0312865	0.03865	0.0311866	0.03866	0.0311867	0.03867	0.0311868	0.03868	0.0311869	0.03869	0.0310870	0.03870	0.0310871	0.03871	0.03872	0.0329872	0.03873	0.0329873	0.03874	0.0329874	0.03875	0.032875	0.030876	0.03286874646
877	0.03285032502
878	0.03280178495
879	0.03277304257
880	0.03274316777
881	0.03273634628
882	0.03271684833
883	0.03268953141
884	0.03265207432
885	0.03260491945
886	0.032569780648887	0.03887	0.0308888	0.03888	0.0303889	0.03889	0.0303890	0.03890	0.0303078941
891	0.03028103658
892	0.03025222891
893	0.03023137381
894	0.03020622367
895	0.03019777143
896	0.03015750026
897	0.03009323076
898	0.03006090869
899	0.03005734288
900	0.02997915371
901	0.02997012873
902	0.02993594179
903	0.02990776622
904	0.02989290826
905	0.02985191184
906	0.02978601554
907	0.0297518375
908	0.029697909	0.909	0.029670910	0.910	0.029660911	0.911	0.029610912	0.912	0.029571913	0.913	0.02953914	0.0914	0.02950915	0.0915	0.02945916	0.0916	0.02937917	0.917	0.02934763294
918	0.02933118589
919	0.02930706036
920	0.02930364875
921	0.0292734663
922	0.02923999032
923	0.02921416332
924	0.02916323385
925	0.02914808548
926	0.02912528145
927	0.02909989298
928	0.0290714652
929	0.02903410425
930	0.02902931	0.0931	0.02900696098
932	0.02898349503
933	0.02897030294
934	0.02893811129
935	0.02891596664
936	0.02888183566
937	0.02887828831
938	0.02882364769
939	0.02880705887
940	0.02874603938
941	0.02871160923
942	0.02864452457
943	0.02862441861
944	0.02859185951
945	0.02856986518
946	0.02853855384
947	0.02851147136
948	0.0950	0.03470949	0.0951	0.03468950	0.0952	0.03468951	0.0953	0.03465952	0.0954	0.0345953	0.02955	0.0345954	0.0956	0.03446955	0.0957	0.03442956	0.958	0.034418957	0.959	0.034372958	0.960	0.03432239098
961	0.034284960	0.962	0.034251961	0.963	0.03422717004
964	0.03420598346
965	0.03418499662
966	0.03417863635
967	0.03414468813
968	0.03411000208
969	0.03402598941
970	0.03400311861
971	0.03396052155
972	0.03392385018
973	0.03389254976
974	0.0338122322
975	0.03376807355
976	0.03376646496
977	0.03372407312
978	0.03372977	0.0979	0.03368978	0.0980	0.03365979	0.0981	0.03361980	0.0982	0.03356981	0.0983	0.0335982	0.02984	0.033983	0.027985	0.033984	0.027986	0.033985	0.027987	0.033986	0.027988	0.033987	0.027989	0.03335388619
990	0.03332152326
991	0.033990	0.027992	0.033991	0.027993	0.03322585665
994	0.03319646965
995	0.03315873219
996	0.03315268692
997	0.033996	0.027998	0.03311829791
999	0.03307929871
20060922
999	0.027161694
2897723891
